161725,招商中证白酒指数分级,5,0
519732,交银定期支付双息平衡混合,5,0
110022,易方达消费行业股票,5,5
519697,交银优势行业混合,5,5
110011,易方达中小盘混合,5,5
160222,国泰国证食品饮料行业指数分级,5,0
000127,农银行业领先混合,5,4
180012,银华富裕主题混合,5,5
570005,诺德成长优势混合,5,5
000619,东方红产业升级灵活配置混合,5,0
519712,交银阿尔法核心混合,5,5
519091,新华泛资源优势混合,5,5
519736,交银新成长混合,5,0
040008,华安策略优选混合,5,5
160632,鹏华中证酒指数分级,5,0
000628,大成高新技术产业股票,5,0
000527,南方新优享灵活配置混合,5,0
001115,广发聚安混合A,5,0
000850,汇丰晋信双核策略混合C,5,0
000742,国泰新经济灵活配置混合,5,0
000849,汇丰晋信双核策略混合A,5,0
001044,嘉实新消费股票,5,0
070032,嘉实优化红利混合,5,5
162605,景顺长城鼎益混合(LOF),5,4
159928,汇添富中证主要消费ETF,5,0
110003,易方达上证50指数A,5,5
260108,景顺长城新兴成长混合,5,4
000577,安信价值精选股票,5,0
519702,交银趋势优先混合,5,5
000248,汇添富中证主要消费ETF联接,5,0
163412,兴全轻资产混合(LOF),5,5
165312,建信央视财经50指数分级,5,5
450002,国富弹性市值混合,5,4
519700,交银主题优选混合,5,5
540006,汇丰晋信大盘股票A,5,5
519688,交银精选混合,5,4
690007,民生加银景气行业混合,5,4
512600,嘉实中证主要消费ETF,5,0
001182,易方达安心回馈混合,5,0
001256,泓德优选成长混合,5,0
270041,广发消费品精选混合,5,5
164210,天弘同利债券（LOF）,5,0
512010,易方达沪深300医药卫生ETF,5,0
510630,华夏上证主要消费ETF,5,5
519069,汇添富价值精选混合A,5,5
217027,招商央视财经50指数A,5,4
166005,中欧价值发现混合 -A,5,5
001116,广发聚安混合C,5,0
519710,交银施罗德策略回报灵活配置混合,5,0
519066,汇添富蓝筹稳健混合,5,5
320021,诺安双利债券发起,5,5
160716,嘉实中证锐联基本面50指数(LOF)A,5,5
690001,民生加银品牌蓝筹混合,5,5
000824,圆信永丰双红利灵活配置混合A,5,0
160127,南方新兴消费增长分级股票,5,4
519068,汇添富成长焦点混合,5,5
310398,申万菱信沪深300价值指数,5,5
000751,嘉实新兴产业股票,5,0
040011,华安核心混合,5,5
202023,南方优选成长混合A,5,5
450009,国富中小盘股票,5,4
000974,安信消费医药主题股票,5,0
320011,诺安中小盘精选混合,5,5
000480,东方红新动力灵活配置混合,5,0
160212,国泰估值优势混合 (LOF),5,5
519671,银河沪深300价值指数,5,4
540012,汇丰晋信恒生A股行业龙头指数A,5,4
020003,国泰金龙行业混合,5,4
001204,东方红稳健精选混合C,5,0
000825,圆信永丰双红利灵活配置混合C,5,0
163415,兴全商业模式优选混合(LOF),5,5
217022,招商产业债券A,5,5
000286,银华信用季季红债券A,5,0
020026,国泰成长优选混合,5,5
163407,兴全沪深300指数增强(LOF),5,5
160916,大成优选混合(LOF),5,5
000311,景顺长城沪深300指数增强,5,0
000171,易方达裕丰回报债券,5,0
000973,新华增盈回报债券,5,0
000419,摩根士丹利华鑫优质信价纯债债券A,5,0
380009,中银稳健添利债券A,5,4
001178,前海开源再融资主题精选股票,5,0
690009,民生加银红利回报混合,5,4
519669,银河领先债券,5,5
001149,汇丰晋信恒生A股行业龙头指数C,5,0
582002,东吴增利债券A,5,4
163406,兴全合润分级混合,5,5
233005,大摩强收益债券,5,5
260103,景顺长城动力平衡混合,5,3
163808,中银中证100指数增强,5,4
000420,摩根士丹利华鑫优质信价纯债债券C,5,0
270002,广发稳健增长混合,5,4
000312,华安沪深300增强A,5,0
002001,华夏回报混合A,5,4
000363,国泰聚信价值优势灵活配置混合C,5,0
519181,万家和谐增长混合,5,4
001355,广发聚泰混合A,5,0
001208,诺安低碳经济股票,5,0
159905,工银深证红利ETF,5,5
481012,工银深证红利ETF联接,5,5
270044,广发双债添利债券A,5,2
161121,易方达银行指数分级,5,0
160517,博时中证银行指数分级,5,0
002021,华夏回报二号混合,5,5
161723,招商中证银行指数分级,5,0
050027,博时信用债纯债债券A,5,5
582202,东吴增利债券C,5,3
121012,国投瑞银优化增强债券 - A/B,5,5
166008,中欧增强回报债券(LOF) -A,5,5
159916,建信深证基本面60ETF,5,5
270045,广发双债添利债券C,5,2
000362,国泰聚信价值优势灵活配置混合A,5,0
000313,华安沪深300增强C,5,0
000024,大摩双利增强债券A,5,4
001299,兴业添利债券,5,0
090013,大成竞争优势混合,5,0
233012,大摩多元收益债券A,5,5
128112,国投瑞银优化增强债券 - C,5,5
570001,诺德价值优势混合,5,5
110008,易方达稳健收益债券 - B,5,5
000744,北信瑞丰稳定收益债券A,5,0
163402,兴全趋势投资混合(LOF),5,5
202005,南方成份精选混合,5,5
340008,兴全有机增长混合,5,5
000736,诺安聚利债券A,5,0
162511,国联安双佳信用债券（LOF）,5,0
000032,易方达信用债 - A,5,4
000025,大摩双利增强债券C,5,4
460008,华泰柏瑞稳健收益债券A,5,4
530015,建信深证基本面60ETF联接,5,5
050011,博时信用债券 - A/B,5,5
340009,兴全磐稳增利债券,5,5
519660,银河增利债券 - A,5,0
000090,民生加银家盈理财月度债券 - B,5,4
110007,易方达稳健收益债券 - A,5,5
000745,北信瑞丰稳定收益债券C,5,0
000563,南方通利债券 - A,5,0
650001,英大纯债 - A,5,3
161119,易方达中债新综合债券指数发起式(LOF) - A,5,3
110051,易方达月月利理财债券 - B,5,5
001257,兴业收益增强债券A,5,0
020019,国泰双利债券A,5,3
270047,广发理财30天债券B,5,5
091023,大成月月盈短期理财债券B,5,5
110053,易方达双月利理财债券 - B,5,5
202304,南方理财14天债券 - B,5,4
471060,汇添富理财60天债券B,5,5
000338,鹏华双债保利债券,5,0
000089,民生加银家盈理财月度债券 - A,5,4
000715,民生加银家盈理财月度债券 - E,5,0
050111,博时信用债券 - C,5,5
002031,华夏策略混合,5,4
000406,汇添富双利增强债券A,5,0
000407,汇添富双利增强债券C,5,0
020020,国泰双利债券C,5,3
481013,工银消费服务混合,5,4
000452,南方医药保健灵活配置混合,5,0
340001,兴全可转债混合,5,4
090007,大成策略回报混合,5,5
200009,长城稳健增利债券,5,3
166001,中欧新趋势混合(LOF) -A,5,5
260112,景顺长城能源基建混合,5,5
166002,中欧新蓝筹混合 -A,5,5
000279,华商红利优选混合,5,0
510660,华夏上证医药卫生ETF,5,0
000595,嘉实泰和混合,5,0
000457,上投摩根核心成长,5,0
000916,前海开源股息率100强等权重股票,5,0
510150,招商上证消费80ETF,5,4
217017,招商上证消费80ETF联接A,5,4
519977,长信可转债债券 - A,5,5
001070,建信信息产业股票,5,0
519976,长信可转债债券 - C,5,4
001162,前海开源优势蓝筹股票A,5,0
530020,建信转债增强债券A,5,5
163116,申万菱信中证申万电子行业投资指数分级,5,0
001319,农银汇理信息传媒主题股票,5,0
040025,华安科技动力混合,4,5
660010,农银策略精选混合,4,2
001071,华安媒体互联网混合,4,0
040015,华安动态灵活配置混合,4,4
519704,交银先进制造混合,4,5
200012,长城中小盘成长混合,4,3
399011,中海医疗保健主题股票,4,0
160133,南方天元新产业股票(LOF),4,0
000083,汇添富消费行业混合,4,5
100022,富国天瑞强势地区精选混合,4,4
519690,交银稳健配置混合A,4,3
180031,银华中小盘精选混合,4,5
540009,汇丰晋信消费红利股票,4,2
001203,东方红稳健精选混合A,4,0
000507,泰达宏利宏达混合A,4,0
000884,民生加银优选股票,4,0
000652,博时裕隆灵活配置混合,4,0
000136,民生加银策略精选混合,4,4
710002,富安达策略精选混合,4,3
000566,华泰柏瑞创新升级混合,4,0
161716,招商双债增强债券(LOF),4,0
121006,国投瑞银稳健增长混合,4,3
690004,民生加银稳健成长混合,4,4
233001,大摩基础行业混合,4,4
080005,长盛量化红利混合,4,4
000508,泰达宏利宏达混合B,4,0
550004,信诚三得益债券 - A,4,4
001448,华商双翼平衡混合,4,0
000877,华泰柏瑞量化优选灵活配置混合,4,0
000367,国泰安康定期支付混合A,4,0
510280,华宝兴业上证180成长ETF,4,4
000835,华润元大富时中国A50指数,4,0
161219,国投瑞银新兴产业混合(LOF),4,4
217011,招商安心收益债券,4,4
519672,银河蓝筹混合,4,3
160618,鹏华丰泽债券（LOF),4,0
340007,兴全社会责任混合,4,4
410007,华富价值增长混合,4,4
510030,华宝兴业上证180价值ETF,4,4
001189,广发聚宝混合,4,0
000865,大成景利混合,4,0
110013,易方达科翔混合,4,4
090002,大成债券 - A/B,4,5
128013,国投瑞银纯债债券B,4,4
001356,广发聚泰混合C,4,0
166006,中欧行业成长混合(LOF) -A,4,3
165517,信诚双盈债券（LOF),4,0
110001,易方达平稳增长混合,4,4
001186,富国文体健康股票,4,0
320010,诺安中证100指数,4,4
511220,海富通上证可质押城投债ETF,4,0
240022,华宝资源优选混合,4,4
502020,国金上证50指数分级,4,0
020005,国泰金马稳健混合,4,3
206003,鹏华信用增利债券 - A,4,3
000187,华泰柏瑞丰盛纯债债券A,4,0
519676,银河强化收益债券,4,0
092002,大成债券 - C,4,5
519152,新华纯债添利债券 - A,4,5
000129,大成景安短融债券B,4,5
000152,大成景旭纯债债券A,4,0
240016,华宝上证180价值ETF联接,4,4
240019,华宝上证180成长ETF联接,4,4
530021,建信纯债债券A,4,3
161820,银华纯债信用主题债券(LOF),4,4
485111,工银瑞信双利债券A,4,4
213010,宝盈中证100指数增强,4,4
240003,华宝宝康债券,4,3
233013,大摩多元收益债券C,4,4
070005,嘉实债券,4,2
100020,富国天益价值混合,4,4
161614,融通四季添利债券(LOF),4,3
206004,鹏华信用增利债券 - B,4,2
000319,泰达宏利淘利债券 - A,4,0
000668,国寿安保尊享债券A,4,0
000991,工银瑞信战略转型主题股票,4,0
000033,易方达信用债 - C,4,3
202306,南方理财60天债券 - B,4,5
000205,易方达投资级信用债债券 - A,4,0
233011,大摩主题优选混合,4,4
161029,富国中证银行指数分级,4,0
000038,广发理财7天债券B,4,4
270048,广发纯债债券A,4,5
040026,华安信用四季红债券A,4,3
472007,汇添富理财7天债券B,4,4
161603,融通债券 - A/B,4,3
100026,富国天合稳健混合,4,5
000737,诺安聚利债券C,4,0
260101,景顺长城优选混合,4,4
000194,银华信用四季红债券,4,0
000564,南方通利债券 - C,4,0
471030,汇添富理财30天债券B,4,4
460108,华泰柏瑞稳健收益债券C,4,4
001236,博时丝路主题股票A,4,0
519667,银河银信添利债券 - A,4,3
519723,交银双轮动 - A/B,4,3
485022,工银60天理财债券B,4,5
510710,博时上证50ETF,4,0
000054,鹏华双债增利债券,4,3
380008,中银理财7天债券 - B,4,4
519661,银河增利债券 - C,4,0
000875,建信稳定得利债券A,4,0
360020,光大保德信添天盈理财债券B,4,2
091021,大成月添利理财债券B,4,4
000206,易方达投资级信用债债券 - C,4,0
380011,中银理财30天债券 - B,4,3
161120,易方达中债新综合债券指数发起式(LOF) - C,4,3
531028,建信月盈安心理财债券B,4,4
000808,招商招利1个月期理财债券 - A,4,0
110050,易方达月月利理财债券 - A,4,4
000809,招商招利1个月期理财债券 - B,4,0
410008,华富中证100指数,4,4
110017,易方达增强回报债券 - A,4,4
000320,泰达宏利淘利债券 - C,4,0
164902,交银信用添利债券 (LOF),4,3
270046,广发理财30天债券A,4,3
001031,华夏安康债券A,4,3
485011,工银瑞信双利债券B,4,4
001516,大成月月盈短期理财债券E,4,0
090023,大成月月盈短期理财债券A,4,4
000418,景顺长城成长之星,4,0
110052,易方达双月利理财债券 - A,4,4
206018,鹏华产业债债券,4,4
100038,富国沪深300指数增强,4,5
180003,银华-道琼斯88指数,4,3
240014,华宝中证100指数,4,4
000655,鑫元稳利债券,4,0
510650,华夏金融ETF,4,3
000669,国寿安保尊享债券C,4,0
000251,工银瑞信金融地产行业混合,4,0
270049,广发纯债债券C,4,4
160505,博时主题行业混合(LOF),4,5
020033,国泰民安增利债券A,4,4
164208,天弘丰利债券 (LOF),4,0
590009,中邮稳定收益债券A,4,3
151001,银河稳健混合,4,4
160217,国泰信用互利分级债券,4,3
161693,融通债券 - C,4,3
001072,华安智能装备主题股票,4,0
519024,海富通稳健添利债券A,4,2
161216,国投瑞银双债增利债券(LOF)A,4,0
001258,兴业收益增强债券C,4,0
000069,国投瑞银中高等级债券A,4,4
160211,国泰中小盘成长混合(LOF),4,5
070020,嘉实稳固收益债券,4,3
163806,中银增利债券,4,3
162108,金鹰元盛债券（LOF) C,4,0
001033,华夏安康债券C,4,3
519666,银河银信添利债券 - B,4,3
000876,建信稳定得利债券C,4,0
100018,富国天利增长债券,4,3
000011,华夏大盘精选混合,4,3
000634,富国天盛灵活配置混合,4,0
450005,国富强化收益债券A,4,4
110018,易方达增强回报债券 - B,4,4
000149,华安双债添利债券A,4,4
161015,富国天盈债券(LOF),4,0
000810,富国收益增强债券A,4,0
519664,银河美丽优萃混合A,4,0
020034,国泰民安增利债券C,4,3
399001,中海上证50指数增强,4,4
200013,长城积极增利债券 - A,4,5
519185,万家精选混合,4,4
202011,南方优选价值混合A,4,4
261001,景顺长城稳定收益债券 - A,4,2
261002,景顺长城优信增利债券 - A,4,2
000045,工银产业债券A,4,4
660009,农银增强收益债券 - A,4,3
164508,国富中证100指数增强型分级,4,0
450006,国富强化收益债券C,4,3
650002,英大纯债 - C,4,3
159933,国投瑞银金融地产ETF,4,0
000308,建信创新中国混合,4,0
470010,汇添富多元收益债券A,4,4
660002,农银恒久增利债券 - A,4,3
050106,博时稳定价值债券A,4,4
001237,博时上证50ETF联接A,4,0
160918,大成中小盘混合(LOF),4,0
620003,金元顺安丰利债券,4,3
000385,景顺长城景颐双利债券 - A,4,0
000172,华泰柏瑞量化增强混合,4,0
090004,大成精选增值混合,4,4
000150,华安双债添利债券C,4,4
165512,信诚新机遇混合(LOF),4,4
166010,中欧鼎利债券,4,3
270009,广发增强债券,4,3
000143,鹏华双债加利债券,4,3
110030,易方达沪深300量化增强,4,4
000181,景顺长城四季金利债券A,4,0
020021,国泰上证180金融ETF联接,4,3
050002,博时裕富沪深300指数A,4,5
460009,华泰柏瑞量化先行混合,4,4
040009,华安稳定收益债券A,4,3
510090,建信上证社会责任ETF,4,4
660109,农银增强收益债券 - C,4,3
261101,景顺长城稳定收益债券 - C,4,1
161211,国投瑞银沪深300金融地产ETF联接,4,3
261102,景顺长城优信增利债券 - C,4,2
519100,长盛中证100指数,4,4
050006,博时稳定价值债券B,4,4
001043,工银美丽城镇主题股票,4,0
510050,华夏上证50ETF,4,3
660102,农银恒久增利债券 - C,4,3
168205,中融中证银行指数分级,4,0
260116,景顺长城核心竞争力混合A,4,4
160631,鹏华中证银行指数分级,4,0
570008,诺德周期策略混合,4,4
519019,大成景阳领先混合,4,3
550008,信诚优胜精选混合,4,4
160612,鹏华丰收债券,4,2
001074,华泰柏瑞量化驱动灵活配置混合,4,0
000532,景顺长城优势企业混合,4,0
165310,建信双利分级股票,4,3
255010,国联安稳健混合,4,4
510230,国泰上证180金融ETF,4,3
550003,信诚盛世蓝筹混合,4,4
040016,华安行业轮动混合,4,4
000386,景顺长城景颐双利债券 - C,4,0
000182,景顺长城四季金利债券C,4,0
163110,申万菱信量化小盘股票(LOF),4,5
519665,银河美丽优萃混合C,4,0
660004,农银策略价值混合,4,3
540002,汇丰晋信龙腾混合,4,4
530010,建信上证社会责任ETF联接,4,4
502048,易方达上证50指数分级,4,0
001051,华夏上证50ETF联接A,4,0
519694,交银蓝筹混合,4,3
070018,嘉实回报混合,4,3
000306,天弘弘利债券,4,0
360010,光大保德信均衡精选混合,4,4
162307,海富通中证100指数(LOF),4,4
481008,工银大盘蓝筹混合,4,4
510020,博时上证超级大盘ETF,4,3
001244,华泰柏瑞量化智慧灵活配置混合A,4,0
160613,鹏华盛世创新混合(LOF),4,4
161005,富国天惠成长混合(LOF)A,4,5
660015,农银行业轮动混合,4,4
070019,嘉实价值优势混合,4,3
519116,浦银安盛沪深300指数增强,4,4
100032,富国中证红利指数增强,4,5
233006,大摩领先优势混合,4,3
050013,博时上证超级大盘ETF联接,4,3
450001,国富中国收益混合,4,4
160418,华安中证银行指数分级,4,0
159923,大成中证100ETF,4,4
090010,大成中证红利指数,4,5
260110,景顺长城精选蓝筹混合,4,4
257020,国联安精选混合,4,4
000082,嘉实研究阿尔法股票,4,4
320006,诺安灵活配置混合,4,5
460005,华泰柏瑞价值增长混合,4,5
540003,汇丰晋信动态策略混合A,4,4
